"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.37769376538442e-15,0.750267281487115,0.525,0.505,4.44788432154361e-11,"5","Spag9"
1.67519183277362e-15,1.3437587369912,0.278,0.213,5.40835683210964e-11,"5","Setd5"
2.58665555913457e-15,1.07350635453519,0.294,0.229,8.35101747266597e-11,"5","Clk4"
2.64667083483527e-15,1.29263625832637,0.251,0.186,8.54477679026565e-11,"5","Wbp2"
3.5666138549937e-15,1.17624296585012,0.281,0.215,1.15148128308472e-10,"5","Pan3"
4.20218173755829e-15,0.941320135774819,0.381,0.325,1.3566743739707e-10,"5","Prpf4b"
4.3900566024088e-15,0.764893102452881,0.429,0.386,1.41732977408768e-10,"5","Thrap3"
4.81085364829433e-15,1.24239075501483,0.285,0.225,1.55318410035182e-10,"5","Fbxo11"
6.22694291929521e-15,1.27857545221424,0.268,0.202,2.01036852149446e-10,"5","Brwd1"
1.03648457717629e-14,1.41939639807665,0.299,0.246,3.34629045741364e-10,"5","Smc6"
1.43208438388296e-14,0.329146715847011,0.771,0.842,4.62348443336615e-10,"5","Rpl36"
1.78267789979764e-14,0.769031470516405,0.446,0.401,5.75537559949667e-10,"5","Rsrp1"
2.14051592276904e-14,1.04407391591366,0.389,0.344,6.91065565665985e-10,"5","Arid4b"
2.76054161582557e-14,1.0886091793764,0.26,0.192,8.91240860669284e-10,"5","Kpna1"
4.08880844461555e-14,1.03543982617471,0.339,0.277,1.32007180634413e-09,"5","Mndal"
4.55210100729534e-14,1.26301969432247,0.258,0.198,1.4696458102053e-09,"5","Srsf1"
5.32676407776425e-14,0.66845025927626,0.455,0.409,1.71974578250619e-09,"5","Elf1"
6.71271265163238e-14,0.576254164190782,0.589,0.58,2.16719927957951e-09,"5","Wnk1"
6.91016728228673e-14,1.08313559664539,0.37,0.321,2.23094750708627e-09,"5","Ash1l"
1.03529599379683e-13,0.993444757969653,0.271,0.207,3.34245311597307e-09,"5","Grk2"
1.31477864073323e-13,0.844351417188634,0.297,0.229,4.24476284160724e-09,"5","Fnbp1"
1.6306728112346e-13,1.10139251325182,0.287,0.226,5.26462717107089e-09,"5","Senp2"
2.12684208707385e-13,0.767194114829519,0.419,0.379,6.86650967811792e-09,"5","Rbbp6"
3.12630117325648e-13,1.00370423483269,0.375,0.329,1.00932633378585e-08,"5","Kmt2a"
1.01167173752574e-12,1.08359136285018,0.332,0.288,3.26618220460186e-08,"5","Smim14"
1.70139335044263e-12,0.43561696921949,0.584,0.563,5.49294843190403e-08,"5","Akap13"
2.57369505790086e-12,0.635855828556702,0.556,0.57,8.30917449443293e-08,"5","Hnrnpu"
3.13005258375539e-12,0.849762544234916,0.479,0.476,1.01053747666543e-07,"5","Gdi2"
6.50365419778626e-12,1.08800209094994,0.32,0.275,2.0997047577553e-07,"5","Cd2ap"
7.37039990577227e-12,1.0576113408145,0.287,0.235,2.37953360957858e-07,"5","Xrn2"
7.9742498465216e-12,0.615832123012996,0.535,0.541,2.5744865629495e-07,"5","Eif4a2"
1.01015887690561e-11,0.769999212164863,0.364,0.313,3.26129793408977e-07,"5","March7"
1.03211786788e-11,0.589861860032102,0.58,0.574,3.33219253645057e-07,"5","Ier5"
1.4967616334531e-11,1.25406806067991,0.26,0.207,4.83229493360334e-07,"5","Chd6"
2.07581198968025e-11,1.12027197120719,0.274,0.222,6.7017590086827e-07,"5","Cisd2"
2.24090857870586e-11,0.516233890836896,0.541,0.534,7.23477334635185e-07,"5","Srsf7"
2.64837152483264e-11,1.02984592635131,0.336,0.292,8.55026746792218e-07,"5","Nup98"
2.75969931856388e-11,0.441631587497866,0.617,0.631,8.90968924998347e-07,"5","Mbnl1"
3.29974716539901e-11,0.676428540803357,0.407,0.358,1.06532337234907e-06,"5","Celf2"
3.77234206894308e-11,0.51007628698061,0.63,0.599,1.21790063695827e-06,"5","Klf2"
4.74938978953788e-11,0.85062329857601,0.433,0.417,1.5333404935523e-06,"5","Smarca5"
5.13198459234776e-11,1.16128628709331,0.259,0.211,1.65686122563947e-06,"5","Nrbp1"
5.84808665143525e-11,0.334144383994911,0.35,0.272,1.88805477541587e-06,"5","Traf1"
6.12448116913183e-11,0.303122003157489,0.359,0.283,1.97728874545421e-06,"5","Neurl3"
8.62592528380911e-11,1.09125012708689,0.257,0.205,2.78487997787777e-06,"5","Pnn"
8.74501306510402e-11,0.492516553831706,0.578,0.582,2.82332746806883e-06,"5","Hnrnph1"
9.09876045377317e-11,1.10995435020677,0.286,0.236,2.93753481250067e-06,"5","Nsd1"
1.58046255623328e-10,0.911634799482678,0.3,0.253,5.10252336279915e-06,"5","Polr2a"
2.49903653210904e-10,1.013060794707,0.265,0.214,8.06813944391405e-06,"5","Cnot1"
2.67377766428733e-10,1.00560434514271,0.27,0.22,8.63229118915165e-06,"5","Ppp4r3a"
2.73166389343416e-10,0.93385483836413,0.372,0.346,8.81917687995219e-06,"5","Cdv3"
2.76948905043295e-10,0.686630831844555,0.35,0.296,8.94129539932278e-06,"5","Tgfb1"
3.65504462794997e-10,0.761775367406823,0.421,0.4,1.18003115813365e-05,"5","Srrm1"
4.11980935990248e-10,0.800883688759247,0.395,0.369,1.33008045184452e-05,"5","Taf1d"
4.45396966714034e-10,0.872724228480881,0.414,0.395,1.43796410703626e-05,"5","Nipbl"
5.12539348558004e-10,0.538877862889615,0.539,0.567,1.65473328681952e-05,"5","Cnbp"
5.28905483438946e-10,0.835084583493501,0.416,0.396,1.70757135328264e-05,"5","Ubl3"
6.48156920717676e-10,1.00116063766631,0.279,0.231,2.09257461853702e-05,"5","Kdm7a"
1.0812040006393e-09,0.550109096594338,0.573,0.598,3.49066711606397e-05,"5","Csde1"
1.23924889499178e-09,1.00037972767403,0.257,0.208,4.00091505748095e-05,"5","Trim25"
1.42470673028489e-09,1.01735662648483,0.253,0.206,4.59966567872477e-05,"5","Safb"
1.52878869303956e-09,1.00045432949793,0.298,0.258,4.93569429547822e-05,"5","Gatad2b"
1.76397736763607e-09,0.956059359437894,0.331,0.3,5.69500093141305e-05,"5","Birc6"
1.80841284348061e-09,0.968814606517016,0.37,0.334,5.83846086517715e-05,"5","Smad7"
3.19636181370914e-09,0.532312725361073,0.548,0.582,0.0001031945411556,"5","Eif3a"
4.12281499552499e-09,1.10942391988951,0.25,0.204,0.000133105082130524,"5","Suco"
4.12587540158173e-09,0.970220522480398,0.293,0.252,0.000133203887340066,"5","Per1"
4.16043633268866e-09,0.952347824074499,0.286,0.246,0.000134319687000853,"5","Setd2"
1.29395077612603e-08,1.00189823805138,0.282,0.243,0.000417752008072288,"5","Zfp207"
1.64431379514085e-08,0.694091592574166,0.486,0.487,0.000530866708761224,"5","Purb"
2.20337102465149e-08,0.599037860124455,0.481,0.494,0.000711358335308734,"5","Hnrnpa1"
2.39707566222929e-08,1.14670111400858,0.282,0.247,0.000773895877550728,"5","Arid1a"
2.67453428598204e-08,0.909275961967099,0.278,0.235,0.000863473394229303,"5","Stk24"
3.33470814696153e-08,0.491711459977699,0.581,0.624,0.00107661052524653,"5","Serbp1"
4.12637439263873e-08,0.748190205355641,0.405,0.393,0.00133219997266341,"5","Acin1"
5.32417585748977e-08,1.05460824754056,0.257,0.218,0.00171891017559057,"5","Dhx36"
6.88144280528835e-08,0.710641274242703,0.375,0.348,0.00222167380968734,"5","Man1a"
7.7285090027965e-08,1.03012842539238,0.26,0.225,0.00249514913155285,"5","Wbp11"
8.92347502898383e-08,0.880343037130902,0.296,0.264,0.00288094391310743,"5","Zc3h7a"
9.26884512227424e-08,1.02225243922606,0.258,0.22,0.00299244664772624,"5","Nrd1"
1.05697971231345e-07,0.989056245259333,0.271,0.236,0.00341245900120398,"5","Ccar1"
1.08117078674902e-07,0.727584543239272,0.392,0.375,0.00349055988501922,"5","Huwe1"
1.43790355264651e-07,0.948616738388629,0.282,0.253,0.00464227161971927,"5","Cct3"
1.45999265038719e-07,0.96696061249364,0.298,0.271,0.00471358627177505,"5","Usp7"
1.57708730622216e-07,0.849203079447735,0.322,0.293,0.00509162636813825,"5","Ccnl2"
2.12416298491657e-07,0.584571948693009,0.274,0.226,0.00685786019680314,"5","Itga4"
2.24189980111882e-07,0.96707447210162,0.268,0.233,0.00723797350791212,"5","Birc2"
2.69701090491995e-07,0.353800795802802,0.624,0.699,0.00870729970653405,"5","Rpl35"
3.54876982688357e-07,0.765706359164746,0.372,0.361,0.0114572033860936,"5","Sf1"
4.57410732006015e-07,0.691058164673451,0.443,0.447,0.0147675054828142,"5","Tpr"
4.79389383321432e-07,0.693393981128666,0.41,0.396,0.0154770862405324,"5","Tut7"
5.61601492331494e-07,0.579143820821032,0.526,0.568,0.0181313041799223,"5","Hnrnpf"
9.80835225088717e-07,0.600322644188152,0.45,0.468,0.0316662652419892,"5","Hnrnpdl"
9.85101785749956e-07,0.902677032393613,0.315,0.291,0.0318040111529373,"5","Tnrc6c"
1.16150071804236e-06,0.980734553489375,0.265,0.233,0.0374990506819975,"5","Luc7l3"
1.17776564500719e-06,0.307557177470908,0.297,0.241,0.0380241638490571,"5","Gpr132"
1.21618135887913e-06,0.609911862509815,0.452,0.457,0.0392644151714128,"5","mt-Atp8"
1.74330660128543e-06,0.922522151685097,0.285,0.259,0.0562826536225002,"5","Crebrf"
2.0637481860407e-06,0.667722630833683,0.408,0.405,0.0666281101863239,"5","Tmed5"
3.16182082991336e-06,0.571352629297775,0.329,0.298,0.102079385493753,"5","4932438A13Rik"
3.61975081570676e-06,0.317008550224839,0.666,0.729,0.116863655085093,"5","Rpl36a"
4.47689402342158e-06,0.869195219360371,0.276,0.247,0.144536523546166,"5","Kmt2c"
1.20804876238101e-05,0.822090922871209,0.317,0.307,0.390018542934709,"5","Dusp11"
1.85604330850496e-05,0.817609551964728,0.357,0.351,0.599223582150827,"5","Atp6v0b"
2.33680665830839e-05,0.778913508742308,0.315,0.305,0.754438029634865,"5","Cct7"
2.40274051412162e-05,0.426959072839662,0.599,0.658,0.775724774984166,"5","Rhoa"
2.71867695572685e-05,0.805643343666274,0.337,0.331,0.877724855156414,"5","Ddx17"
2.85221489760378e-05,0.426997165819004,0.541,0.596,0.920837579691382,"5","Hnrnpa0"
2.86553679199897e-05,0.611502636281533,0.273,0.243,0.925138553296869,"5","Ivns1abp"
3.03166993894747e-05,0.738162567048376,0.251,0.223,0.97877463978919,"5","Nop56"
3.29513040399865e-05,0.823396091157737,0.308,0.292,1,"5","Med13"
3.52491956597612e-05,0.864178489330395,0.32,0.313,1,"5","Ghitm"
3.63882177790988e-05,0.84864422418771,0.299,0.281,1,"5","Tpp2"
3.73125952980639e-05,0.565982688086287,0.467,0.483,1,"5","Atrx"
4.7572400428925e-05,0.805373892583269,0.284,0.265,1,"5","Sltm"
5.51287530805053e-05,0.475079454784485,0.518,0.563,1,"5","Eif2s2"
5.75301324499135e-05,0.937896087822787,0.282,0.264,1,"5","Pcmtd1"
6.08799676686174e-05,0.792837814712546,0.26,0.241,1,"5","Rps27rt"
6.79523044178287e-05,0.765165139028335,0.272,0.248,1,"5","Heg1"
0.000103114298455244,0.76724082125764,0.268,0.247,1,"5","Wipf1"
0.000135759114775673,0.70985569547346,0.319,0.311,1,"5","Srsf6"
0.000174883394552495,0.814051189800591,0.319,0.312,1,"5","Usp34"
0.000221128115220262,0.675690122523446,0.273,0.248,1,"5","Plk2"
0.000248956000273754,0.860472705014886,0.263,0.252,1,"5","Tbc1d15"
0.000394825987219919,0.338309476315897,0.187,0.25,1,"5","Nampt"
0.000453815605799874,0.89500109565696,0.25,0.236,1,"5","Ep300"
0.000475519687255257,0.269425227998433,0.293,0.385,1,"5","Coq10b"
0.000478443396760753,0.721579265485949,0.319,0.308,1,"5","Sik1"
0.000501744380514552,0.772726331575281,0.255,0.24,1,"5","Hnrnph2"
0.000526397372779863,0.252933352331941,0.265,0.354,1,"5","Tmem234"
0.000644794136409921,0.631667906271424,0.326,0.323,1,"5","Snhg12"
0.000763085265694029,0.373072248547529,0.228,0.301,1,"5","Ubn1"
0.000777462872293125,0.710554138184928,0.311,0.31,1,"5","Rab21"
0.000896532785562432,0.342227361075136,0.496,0.508,1,"5","Msn"
0.000906192199327845,0.877920477049954,0.26,0.248,1,"5","Susd6"
0.000914404460803617,0.795978483778214,0.252,0.237,1,"5","Cirbp"
0.00103356469290019,0.674948100140598,0.348,0.351,1,"5","Pum2"
0.00119312022044829,0.592680389296486,0.386,0.406,1,"5","Hnrnpd"
0.00120650180744325,0.479594376872587,0.394,0.403,1,"5","Skil"
0.00120993146449761,0.25808245212506,0.232,0.305,1,"5","U2af1"
0.00134824014111887,0.668707251262804,0.336,0.339,1,"5","Mier1"
0.00146163097582411,0.632816982434326,0.416,0.45,1,"5","Nap1l1"
0.0016484790877201,0.362022168859443,0.214,0.28,1,"5","Med13l"
0.00182465219621664,0.362028464539696,0.273,0.347,1,"5","Ccnd2"
0.00198146325385992,0.330839771753092,0.192,0.253,1,"5","Mpc1"
0.00202803475249196,0.257350811337691,0.225,0.294,1,"5","Psenen"
0.00250808867451102,0.749458541347392,0.299,0.302,1,"5","Tcp1"
0.00256173444266289,0.667578236808299,0.339,0.344,1,"5","Snhg1"
0.00327322792552813,0.802760377484263,0.352,0.364,1,"5","Tacc1"
0.00417430047864255,0.275726035926684,0.642,0.712,1,"5","Dnaja1"
0.00558784665740838,0.658102219895083,0.38,0.405,1,"5","Hnrnpm"
0.00568148382198191,0.782613753279041,0.305,0.313,1,"5","Pabpn1"
0.00590064720256925,0.36897116060668,0.196,0.252,1,"5","Mkln1"
0.00647396384014412,0.280414615775383,0.231,0.293,1,"5","Ppp2r2a"
0.00736336681038012,0.313297068966121,0.207,0.266,1,"5","Papola"
0.00762561197935195,0.608055806447981,0.271,0.269,1,"5","Llph"
0.00911791925595425,0.729365282497537,0.312,0.314,1,"5","Ktn1"
0.00946269896550202,0.254546852972323,0.334,0.426,1,"5","Ptges3"
0.00980316394627114,0.60252425887342,0.309,0.307,1,"5","Pcf11"
0,5.95126909559654,0.944,0.163,0,"6","Adamdec1"
0,3.48517710844129,0.899,0.176,0,"6","Postn"
0,2.93792008270497,0.901,0.194,0,"6","Col6a1"
0,3.17128006264758,0.863,0.156,0,"6","Col6a2"
0,3.32062828761945,0.838,0.136,0,"6","Bmp4"
0,3.97646307011446,0.803,0.11,0,"6","Tcf21"
0,2.37567482207125,0.956,0.264,0,"6","Col1a1"
0,2.41940008522108,0.96,0.273,0,"6","Col1a2"
0,2.90395931413418,0.922,0.247,0,"6","Bgn"
0,3.340947817514,0.803,0.132,0,"6","Mmp2"
0,2.92405217926838,0.809,0.143,0,"6","Col5a1"
0,0.992346257598792,0.864,0.201,0,"6","Dpt"
0,2.76774845288211,0.797,0.147,0,"6","Fbln1"
0,4.04164504649352,0.702,0.053,0,"6","Ncam1"
0,4.25195802590966,0.733,0.09,0,"6","Sfrp1"
0,3.47195165366888,0.813,0.173,0,"6","Rarres2"
0,2.23935683022685,0.797,0.168,0,"6","Cygb"
0,2.78962219500608,0.787,0.159,0,"6","Col5a2"
0,1.78777808066374,0.85,0.223,0,"6","C1s1"
0,3.19942571459275,0.731,0.105,0,"6","Pdgfra"
0,2.60118625878606,0.721,0.1,0,"6","Efemp1"
0,2.79732298428574,0.981,0.361,0,"6","Col3a1"
0,2.76087360695304,0.886,0.273,0,"6","Cxcl12"
0,2.49207626778247,0.757,0.153,0,"6","Gpx3"
0,2.93121321836758,0.731,0.134,0,"6","Sdc2"
0,2.59767969095192,0.716,0.125,0,"6","Crispld2"
0,1.31221253147988,0.771,0.184,0,"6","Lum"
0,1.82811116807236,0.825,0.241,0,"6","Serping1"
0,2.24823987771501,0.843,0.264,0,"6","Fn1"
0,2.94279113546696,0.833,0.261,0,"6","Pmepa1"
0,2.3139746103564,0.693,0.122,0,"6","Lpar1"
0,2.99995879992201,0.692,0.121,0,"6","Htra1"
0,3.46427294950638,0.67,0.104,0,"6","Vcan"
0,1.81341474921869,0.779,0.216,0,"6","Lrp1"
0,2.35561837614418,0.797,0.235,0,"6","Lamb1"
0,2.72282311952681,0.674,0.114,0,"6","Bicc1"
0,1.47930888599194,0.808,0.25,0,"6","Cald1"
0,2.18587020132152,0.676,0.12,0,"6","Clec3b"
0,2.00377554072146,0.785,0.235,0,"6","Ifitm1"
0,4.60984793022819,0.588,0.038,0,"6","Bmp5"
0,4.36623992299482,0.599,0.05,0,"6","Col12a1"
0,2.78391913581828,0.639,0.092,0,"6","Htra3"
0,1.71335908792699,0.839,0.292,0,"6","Timp2"
0,3.17503887875219,0.61,0.07,0,"6","Clmp"
0,2.52452400020508,0.661,0.121,0,"6","Ccdc80"
0,1.94972877379556,0.767,0.234,0,"6","Fstl1"
0,2.62422945806101,0.746,0.217,0,"6","Mmp14"
0,3.46606338281042,0.591,0.062,0,"6","Dkk3"
0,1.9467048499465,0.752,0.224,0,"6","Nfix"
0,1.7199926056292,0.845,0.328,0,"6","Cd63"
0,2.739885178699,0.634,0.119,0,"6","Loxl2"
0,3.32592514393775,0.589,0.075,0,"6","Fzd1"
0,1.67374394167048,0.84,0.327,0,"6","Serpinh1"
0,1.90204233358058,0.938,0.425,0,"6","Sparc"
0,1.98739968531248,0.685,0.175,0,"6","Col6a3"
0,2.27335513192386,0.624,0.114,0,"6","Svep1"
0,3.09345402794467,0.579,0.07,0,"6","Pcdh7"
0,4.03676084765656,0.57,0.063,0,"6","Tnc"
0,1.45038049867283,0.911,0.41,0,"6","Dcn"
0,2.50964240872603,0.875,0.374,0,"6","Tmem176a"
0,2.23557543190501,0.622,0.122,0,"6","Pcolce"
0,2.47605464632312,0.704,0.211,0,"6","Ecm1"
0,3.36225380008706,0.559,0.068,0,"6","Mfap4"
0,2.21869466483707,0.635,0.144,0,"6","Lhfp"
0,2.79888796159347,0.582,0.092,0,"6","Spon2"
0,2.57780358921888,0.869,0.382,0,"6","Tmem176b"
0,2.58252038668011,0.61,0.124,0,"6","Rcn3"
0,2.59753214913608,0.583,0.1,0,"6","Pdpn"
0,2.51403703062753,0.599,0.116,0,"6","Lama2"
0,1.55158088146417,0.916,0.434,0,"6","Gsn"
0,2.33285679469421,0.617,0.141,0,"6","Fhl1"
0,2.59629925462367,0.811,0.336,0,"6","Igfbp4"
0,2.72004821943961,0.615,0.144,0,"6","Col18a1"
0,2.96405044555154,0.584,0.113,0,"6","Ptch1"
0,3.42470082387336,0.516,0.046,0,"6","Cdh11"
0,2.77244199236075,0.622,0.152,0,"6","Igfbp5"
0,2.24605951667508,0.655,0.186,0,"6","Tgfbr3"
0,2.1599482964691,0.607,0.138,0,"6","Ddr2"
0,2.70815727193142,0.577,0.112,0,"6","Sod3"
0,2.50867736131716,0.565,0.103,0,"6","Antxr1"
0,3.07462206944371,0.568,0.106,0,"6","Serpina3n"
0,3.16122887053305,0.536,0.076,0,"6","Gask1b"
0,2.73503425995992,0.546,0.088,0,"6","Igsf10"
0,2.25919816416828,0.579,0.122,0,"6","Ptgfrn"
0,3.27266657443882,0.532,0.077,0,"6","C4b"
0,2.42035696835478,0.566,0.112,0,"6","Mxra8"
0,2.57674600788396,0.54,0.088,0,"6","Ppp1r14a"
0,3.8223365615626,0.495,0.044,0,"6","Tmem119"
0,2.58446101829786,0.555,0.108,0,"6","Ltbp1"
0,2.44267642127744,0.551,0.107,0,"6","Emilin1"
0,2.50815817292975,0.539,0.096,0,"6","Snhg18"
0,1.92415030738298,0.571,0.129,0,"6","C1ra"
0,2.77073650869905,0.568,0.127,0,"6","Itih5"
0,2.27754538008647,0.559,0.122,0,"6","Csf1"
0,2.00912847500353,0.555,0.118,0,"6","Palld"
0,4.02003054670972,0.474,0.037,0,"6","Hpse"
0,2.34758177985096,0.527,0.094,0,"6","Matn2"
0,2.07918336115908,0.565,0.135,0,"6","Mgst1"
0,3.79852746799788,0.464,0.036,0,"6","Robo2"
0,2.54598212524572,0.525,0.1,0,"6","Cped1"
0,3.89729864760141,0.453,0.031,0,"6","Pitx1"
0,2.16305449972378,0.532,0.11,0,"6","Cpq"
0,3.27221669218781,0.474,0.052,0,"6","Olfml3"
0,5.09078077948454,0.439,0.018,0,"6","Wnt4"
0,2.88080920583753,0.531,0.115,0,"6","Nbl1"
0,2.7222047806318,0.554,0.138,0,"6","Igfbp3"
0,2.56267353711431,0.498,0.082,0,"6","Loxl1"
0,2.08900580789051,0.517,0.102,0,"6","Ms4a4d"
0,2.55454911976422,0.54,0.128,0,"6","Ccl11"
0,4.0240157469409,0.432,0.026,0,"6","Adam23"
0,3.33824969076371,0.449,0.045,0,"6","Fhl2"
0,2.6511538297765,0.472,0.072,0,"6","Col16a1"
0,4.13039020382639,0.428,0.028,0,"6","Scube1"
0,2.58358748814006,0.478,0.088,0,"6","Adamts2"
0,4.85415154143278,0.4,0.013,0,"6","Edil3"
0,4.6078993814544,0.399,0.019,0,"6","Srpx2"
0,3.94075563549331,0.421,0.042,0,"6","Col4a5"
0,2.79877465638861,0.433,0.066,0,"6","Ghr"
0,3.51582332284269,0.426,0.063,0,"6","Lpl"
0,2.53762411619798,0.422,0.065,0,"6","Fblim1"
0,3.01197844833531,0.398,0.049,0,"6","Gpm6b"
0,3.81682238017686,0.387,0.042,0,"6","Ereg"
0,3.99300059722727,0.364,0.024,0,"6","Tenm3"
0,2.75163500364877,0.392,0.059,0,"6","Ctsk"
0,3.45366433043564,0.362,0.032,0,"6","Col27a1"
0,3.86376658799576,0.35,0.024,0,"6","Sdk1"
0,4.12692837759413,0.352,0.029,0,"6","Hgf"
0,4.53206155502365,0.343,0.022,0,"6","Pappa"
0,3.83979452533314,0.338,0.021,0,"6","Negr1"
0,4.41221564696924,0.33,0.016,0,"6","Fgfr2"
0,3.40456785735938,0.349,0.038,0,"6","Spon1"
0,3.21710302233821,0.358,0.048,0,"6","Lox"
0,4.73694758731786,0.322,0.013,0,"6","Fgf10"
0,3.00152751564758,0.354,0.053,0,"6","Akap7"
0,3.81037103854254,0.323,0.025,0,"6","Aldh1a3"
0,3.6468196631419,0.32,0.024,0,"6","Enho"
0,3.10460363559576,0.334,0.04,0,"6","Pla2g4a"
0,3.33354949169182,0.326,0.041,0,"6","Kcnk2"
0,2.91703339764771,0.323,0.042,0,"6","Dclk1"
0,3.94188196138923,0.3,0.027,0,"6","Cxcl14"
0,3.26879425555059,0.293,0.029,0,"6","Adgrl3"
0,3.89435036865976,0.275,0.017,0,"6","Robo1"
0,3.94896442694575,0.269,0.016,0,"6","Foxf2"
0,3.77770723034204,0.272,0.02,0,"6","Agt"
0,3.94059064658029,0.268,0.019,0,"6","Tnfsf13b"
0,4.35152154562795,0.258,0.012,0,"6","Syt13"
0,3.86049218114628,0.255,0.017,0,"6","Ccdc3"
3.95252516672997e-323,2.80873944080243,0.342,0.048,1.27607275007877e-318,"6","H6pd"
4.44659081257122e-322,3.11232381180936,0.301,0.036,1.43558184383862e-317,"6","Bmp6"
7.31217155845045e-321,1.82838210385327,0.616,0.161,2.36073458764573e-316,"6","Col15a1"
4.76326712892962e-318,1.57470607103764,0.881,0.387,1.53782079257493e-313,"6","Nedd4"
3.95273227904871e-316,2.12106419217862,0.593,0.162,1.27613961629088e-311,"6","Ppic"
5.08393836128717e-316,2.52833883934093,0.392,0.066,1.64134949994156e-311,"6","Pcsk6"
4.29340091772888e-313,3.43103622559421,0.297,0.037,1.38612448628877e-308,"6","Gnai1"
6.00359569799369e-313,1.64971259062062,0.86,0.406,1.93826087109726e-308,"6","Ctsl"
1.65441695084086e-312,2.32795117225577,0.583,0.158,5.34128512578971e-308,"6","Twsg1"
5.32495938112005e-311,2.18513590424387,0.508,0.116,1.71916313619461e-306,"6","Atp1a2"
5.6744426943725e-311,2.09448061590878,0.453,0.09,1.83199382387816e-306,"6","Angptl2"
4.05802414238849e-306,1.93445573953721,0.812,0.368,1.31013309437012e-301,"6","Lgals1"
5.21052868005794e-306,2.11555577730822,0.581,0.154,1.68221918435671e-301,"6","Abi3bp"
2.27460574852988e-304,1.74159943102402,0.823,0.336,7.34356465912871e-300,"6","Ltbp4"
7.23213926499795e-301,2.76799999565692,0.298,0.038,2.33489616170459e-296,"6","Vstm4"
1.01437840124852e-300,2.81388360565462,0.51,0.126,3.27492066843084e-296,"6","Eln"
1.05086147849851e-300,2.07052481905394,0.527,0.13,3.39270628333245e-296,"6","Ryk"
7.87115616888153e-300,1.34265118824183,0.662,0.186,2.5412027691234e-295,"6","Rnase4"
4.91529004315721e-299,1.47706130385859,0.816,0.34,1.58690139043331e-294,"6","Plac8"
1.56199435757949e-298,3.09909252252624,0.265,0.03,5.04289878344538e-294,"6","Gpr153"
3.2349081386128e-298,2.89971984378469,0.466,0.102,1.04439009255114e-293,"6","Ogn"
1.09801517463997e-297,2.13405808948091,0.462,0.099,3.54494199132513e-293,"6","Ggt5"
1.14486811978313e-297,1.83322817411068,0.46,0.096,3.69620672471984e-293,"6","Vcam1"
5.92009985751141e-292,1.74769309953367,0.743,0.274,1.91130423899756e-287,"6","Lamc1"
3.55269571096682e-291,2.94588085755115,0.333,0.052,1.14698781028564e-286,"6","C1qtnf3"
4.20513396243131e-291,1.96649358843268,0.607,0.18,1.35762749977095e-286,"6","Wls"
1.17112565091837e-288,1.8433016720392,0.538,0.134,3.78097916398995e-284,"6","Fxyd1"
1.32916272535836e-288,2.28342266238663,0.353,0.057,4.29120185881946e-284,"6","Plekha6"
4.49459524455994e-287,1.80044549664683,0.48,0.109,1.45108007470618e-282,"6","Fbln5"
9.59202412971833e-285,2.94590839058301,0.253,0.028,3.09678499027956e-280,"6","Rbp4"
1.94732361481005e-282,3.6069608891407,0.275,0.036,6.28693429041425e-278,"6","Wnt5a"
3.38388149224266e-282,1.83598071183888,0.608,0.177,1.09248613977054e-277,"6","Fbn1"
3.14411113514322e-281,3.14662100292357,0.271,0.034,1.01507627998099e-276,"6","Ptk7"
3.21785096434889e-280,2.71767749316625,0.299,0.042,1.03888318384004e-275,"6","Mdk"
1.1100858191684e-279,2.4518040340259,0.395,0.077,3.58391206718518e-275,"6","Rcn1"
1.49926750223663e-275,2.06080093141346,0.381,0.07,4.84038513097097e-271,"6","Mrc2"
2.3100164740276e-275,2.05665794433991,0.505,0.127,7.45788818639812e-271,"6","Zcchc24"
1.92996344033649e-274,2.1187912609029,0.415,0.084,6.23088696712636e-270,"6","Colec12"
1.95363000898063e-274,2.4822748010098,0.511,0.134,6.30729448399398e-270,"6","Aspn"
3.61687624165797e-274,2.35428964430595,0.422,0.09,1.16770849461928e-269,"6","Oaf"
1.47356620041558e-273,1.5846415658446,0.56,0.154,4.75740847804169e-269,"6","Nupr1"
1.33599357249243e-270,2.76931308227621,0.28,0.038,4.3132552487918e-266,"6","Lrrc17"
1.44555690714089e-270,2.33329162982728,0.386,0.075,4.66698047470436e-266,"6","Plod2"
7.50318305948384e-270,2.98465306233007,0.267,0.035,2.42240265075436e-265,"6","Fzd2"
2.23740565503825e-267,2.56522165740598,0.301,0.045,7.22346415729099e-263,"6","Cacna1d"
3.02586794209394e-267,1.08714974352383,0.894,0.387,9.76901465105028e-263,"6","Col4a1"
9.38008499886344e-266,1.88611535997059,0.606,0.189,3.02836044188306e-261,"6","Pam"
4.72126241918341e-265,2.0719253488336,0.803,0.384,1.52425957203336e-260,"6","Ifi27l2a"
1.2691054908147e-264,1.73371748268266,0.624,0.198,4.09730707709527e-260,"6","Pmp22"
8.33592202657922e-264,1.98850621061477,0.442,0.099,2.6912524262811e-259,"6","Rbms3"
1.92322798423858e-262,1.65317545807081,0.561,0.155,6.20914154711425e-258,"6","Axl"
5.45354668898916e-262,2.67950712066329,0.291,0.043,1.76067754854015e-257,"6","Pdzrn3"
2.36308498729494e-261,3.06127860006088,0.254,0.032,7.6292198814817e-257,"6","Wfdc1"
